Owner Bucket  ?,Case Number,Account Name,Subject,Description,Resolution/Root Cause,Priority,Primary CSM,Created By,Date/Time Opened,Case Age,Category,Sub-Category,Age,Business Hours Age
,216104,"PagerDuty, Inc.",Reconfiguration request,Can you please update the Product Forecast configuration based on the attached requirements?,"Resolution:
Update the 'Product Fcst' tab based on the requirement sheet.",Low,Cortney Fickey,Katie Marion,"3/10/2025, 12:23 PM",3,Configuration,Forecast - Update,69,45.33194444
,216093,constructor.io,New Validation Rule Needed in Clari to Match SFDC,"Howdy - we want to point a validation rule to a new field. Is it easier for you if we create a new one or updating the existing one?

Current/Legacy Validation Rule points to Commerce Platform (text)
New/Updated Validation Rule needs to point to ECommerce Platform (picklist to replace ^) 

Validation Rule Detail
 
Rule Name	S2_ECommerce_Platform_Required	Active	Not Checked
Error Condition Formula	OR(
ISPICKVAL(StageName,""Qualified/Sales Hand-off""),
ISPICKVAL(StageName,""3 – Evaluation""),
ISPICKVAL(StageName,""4 – Validation""),
ISPICKVAL(StageName,""5– Proposal/Pricing""),
ISPICKVAL(StageName,""6 - Executive Review""),
ISPICKVAL(StageName,""7 – Negotiations""))
&& ISBLANK(TEXT(Ecommerce_Platform__c))
&& ISPICKVAL(Type,""New Business"")
Error Message	""e-commerce Platform"" is required at/after Stage = 'Qualified/Sales Hand-off' and should be validated by the Opportunity Owner.",New Validation rule,Low,Pooled CSM,Chris Hayman,"3/10/2025, 11:46 AM",3,Configuration,Validation Rules - Update,60,38.22972222
,216114,"HashiCorp, Inc.",Request for reorder columns columns in NACV Tab - Production,"Hi Clari Team,

Could we please make the following adjustments?

1. Move the ""funded"" column to the right side of High Column and ""Call to go"" column to the right side of Funded (in the new position) 
New order of the first columns:
Target
Closed
Call
Low
High
Funded – This will allow us to compare the flagged totals (open + closed) against the calls.
Call to Go
In the Call (AVP)
In the Call (FLSM) 

2.Move the column ""Deal Coverage"" before the coverage metrics, to the left side of "" Open Commit Coverage"" 

Attached screenshots for your reference, please proceed with this ASAP.

Regards, 
Marianela A.",-,P3,Lizzie Rupp,Marianela Araya,"3/10/2025, 1:10 PM",9,Configuration,Forecast - Update,216,112.3758333
,216111,"Workday, Inc.",Enabling Accounts Module in Clari Sandbox,"Hi team,

Workday is looking to create two new Account modes but wanted to test this out in Sandbox first. Workday's Clari Sandbox instance does not have Accounts Module enabled. Please let me know what are the next steps / requirements to getting this set up.
Additionally, can you confirm if we can enable Accounts module for specific user/user roles? They are only looking to roll out Accounts to the CX team and not the entire org.

We are pilot Copilot + Account module for the CX team and that is slated to start on April 7th.",In Progress,Low,Mike Riggs,Shorwei Gong,"3/10/2025, 1:03 PM",16,Configuration,Sandbox - Update,379,187.0808333
,216155,Checkmarx,Renewal Tab in Forecast,"Hello, new ""fresh case"" to replace 00213700 (can be closed)

1. Closed+Commit = should be removed
2. add Column ""Won Early"" =same filters as ""Closed"" but close date is *exclude* CLARI_FORMULA_DATE_RANGE AND *exclude*  Revenue Operations Notes = out of 2025 RN target
2. add Column ""Won On Time"" =same filters as ""Closed"" but close date *is* CLARI_FORMULA_DATE_RANGE 
3. ""Won+Commit"" = rename ""All Won+Commit"", calculation column ""Won Early"" + ""Won On Time"" + ""Commit""
4. Closed = should be ""Won Early"" + ""Won On Time""
5. Realistic = should be ""Won Early"" + ""Won On Time"" + ""Commit""
6. Best Case = should be ""Won Early"" + ""Won On Time"" + ""Commit' + ""Upside""
7. Pipeline Rollup = """"Won Early"" + ""Won On Time"" + ""Commit' + ""Upside"" + ""Pipeline""
8. Pipeline coverage = ""Pipeline Rollup"" / Quota
9. Add column ""CQ Pipeline Rollup"" = forecast category is Closed, Commit, Upside, Pipeline| Close date is CLARI_FORMULA_DATE_RANGE | Expected Renewal Date is CLARI_FORMULA_DATE_RANGE| Opportunity Type is Renew","Root Cause: The request was to modify existing calculations and add new ones, including the handling of specific date and opportunity type filters.

Resolution: The necessary calculation columns have been added and the existing ones have been preserved ",Low,Toni Pang,Lala Djafarov,"3/10/2025, 11:58 PM",14,Configuration,Forecast - Update,315,145.3405556
,216171,Marcura Platform Solutions FZE,Activity Capture system enablement,"Hi Support Team,

As per Parin we need to log a ticket for Activity Capture system enablement.

Thanks,",need clarity settings,Low,Caroline McCarthy,Japhet Toring,"3/11/2025, 4:20 AM",56,Configuration,Capture - Update,1344,640.0669444
,216190,"Sage Intacct, Inc.",US NCA Channel - Intacct Change to Mode,Hi- Can you change the mode on the US NCA Channel - Intacct to the channel mode? Thanks!,"Root Cause/Resolution:

The customer requested a change in the mode for the US NCA Channel - Intacct to the channel mode. The necessary changes have been implemented and are now awaiting the customer’s review.",P3,Said Mussa,Jackie Lickus,"3/11/2025, 6:12 AM",1,Configuration,Forecast - Update,28,19.62777778
,216208,Bugcrowd Inc.,Summary Tab,"Hi Team,

I had a previous case open to have the summary tab of my Clari's forecasting to have a sum of the new business and renewal forecast tab. They fixed this on the CRO level but I have a different view for everyone else. Can you please create the same view for all levels of the forecasting hierarchy? First screenshot is the CRO view (desired) second is the Global AM leader view.

Thanks!",Expected behaivour of composite forecast columns. No change required,Low,Sarah Fagan,Libby Gorfine,"3/11/2025, 7:32 AM",6,Configuration,Forecast - Update,143,63.13083333
,216205,Phrase,Request to Create New Forecasting Tab in Clari,"Hi,

I would like to request the creation of a new forecasting tab in Clari.

I've been working with Rohit Agarwal, and we've created the attached Excel file for the configuration of the new tab.

If possible, please hide the columns highlighted in yellow.

Let me know if you have any questions.","Root Cause/Resolution:

The filter ""opportunity.type"" = Renewal is missing from the filterable options, possibly due to a data change or update in the system. We are awaiting clarification from the customer on whether to leave it as is, replace it, or d",P3,Pooled CSM,Manuel Passanha,"3/11/2025, 7:21 AM",12,Configuration,Forecast - Update,300,138.6383333
,216232,Thermo Fisher Scientific,New blank forecast submission tab,"Hi there!

Thermo Fisher is interested in seeing how a blank Forecast Entry column would work. Can we please create a new tab and just add a single blank Forecast Entry column without any rollup value?

We can title the tab ""Test Forecast Entry"" for now. We attempted to create this using Forecast Config, but we are not able to save a column without a query. 

Thanks!","Resolution:
Create a new tab as ""Test Forecast Entry"" and add the Forecast entry column without roll up fields and query.",Low,Ari Henck,Ari Henck,"3/11/2025, 8:49 AM",1,Configuration,Forecast - Update,24,16.49
,216335,Epicor Software,"Highspot, Tasks and Event Data Not Flowing to Accounts Module","The Accounts Module was recently turned on and the Highspot, task and event data are not flowing properly. Showing 0s across the board in those columns. Tomas Kral, main point of contact, is copied on this thread.",n/a,Low,Sarah Fagan,Tyler Jass,"3/11/2025, 2:58 PM",17,Configuration,Signals - Update,394,195.025
,216319,SecurID,Change Default Amount Field,"Please change the Default Amount field from “Expected Value USD” (opportunity.amount_usd__c) to “ACV USD Amount” (opportunity.acv_usd_amount__c).

This means all Forecast columns that aggregate to this field should be switched (or are filtering on it)

All Saved Views that aggregate to this field should be switched (or are filtering on it)

Please also order the analytics module to have the new field first so that it becomes the default (and update any views using the old)",Mar 18 : Forecast and saved views aggregation fields updated,Low,Amanda DeLuise,Connor Kehl,"3/11/2025, 1:53 PM",8,Configuration,Saved View - Update,182,85.58416667
,216342,"Claroty, Inc.",Need legacy sales opp stage values mapped to new sales opp stage values,"Hey Clari support team,

I would like to map all of our historical stage data in Clari to our updated sales stages to make sure all historical data can be reported on using our new stages.  Can you help with this? Attached is a crosswalk of legacy stages to new stages.",I had updated the old stage values with the new stage values at all the places accordingly and also updated the historical stage mapping.,Low,Christopher Williams,Lance Werling,"3/11/2025, 3:42 PM",5,Data Science & Analytics,Stage Mapping,127,50.29777778
,216358,REMOTE EUROPE HOLDING B.V.,Delete Tabs,"Please Delete the following tabs:
HRIS (OLD)
Jobs (OLD)
EQUITY (OLD)",3 forecast tabs deleted,P3,Said Mussa,Hind Zerrouki,"3/11/2025, 6:58 PM",2,Configuration,Forecast - Update,29,16
,216368,"Cribl, Inc.","Can we add ""Target"" columns to our ""Pipe Gen"" tab in the Forecasting Module?","Hi team, in our Forecasting module, we have a customized tab called ""Pipe Gen"" that you helped us create. Our CRO is asking if it's possible to add new ""Target"" columns for each of the date ranges in the view? The new columns would be:
>> Last 7 Days Target
>> Last 14 Days Target
>> Last 30 ...
>> Last 60...
>> Last 90...
>> Last 180...

1) Is it possible to add these Target columns, and 2) could we have a % of Target calculation show up in the pipeline actuals columns? [For example if the Last 7 Days Target is $50,000 and the Last 7 Days actuals were $40,000, the result is 80% of Target]

Please let us know what's possible. thank you!","Customer requested the addition of target columns for various date ranges and a percentage calculation. The changes have been made, and we are now waiting for feedback to confirm if everything is functioning as expected.",Low,Jason Parawan,Matt Ashburn,"3/12/2025, 12:53 AM",5,Configuration,Forecast - Update,141,64
,216382,"Alation, Inc",Add to Pipeline Forecast tab,"Hello, 

Could we please separate the Marketing Pipeline Target and Actuals columns in the Pipeline Forecast tab?

Currently, the Marketing Pipeline Actuals are filtered by attribution to Marketing & Marketing Inbound. We'd like to adjust this so that both the Marketing Pipeline Target and Actuals include only Marketing.

Additionally, please add two new columns for SDR Outbound Target and SDR Outbound Actuals, with attribution filtered to Marketing Outbound (renamed as SDR Outbound).

Let me know if you'd like to sync on this or if it's something I can update myself.

Best,
Julia Konrad","The Marketing Pipeline columns cannot be separated because they are part of the default Clari quota setup. The SDR Outbound value is missing from the attribution filter, preventing us from adding it unless the customer creates the new value in the picklis",Low,Tyler Jass,Julia Konrad,"3/12/2025, 4:13 AM",22,Configuration,Forecast - Update,529,256.5105556
,216389,Globalization Partners LLC,Update the Opportunity Stage names,"Our current and new Opportunity Stages are as follows:
Contract Negotiation
Negotiation
Proposal
Discovery &value setting
New

There are some changes that need to be made in Clari.

In Forecast View  -ALL Tabs
The Discovery & Value Setting column needs to be switched  with Open Pipeline

In Analyze Tab under Pulse the order needs to be as above 
In Analyze Tan under Funnel the order needs to be as above 
For all tabs we have in Clari under Analyze the order needs to be as above

Can this be completed as a Priority Action for our Leadership team please?

Thanks
Fiona",Mar 13 : Change implemented,Low,Andrew Pohlen,Fiona Raymond,"3/12/2025, 6:31 AM",22,Configuration,Other,525,253.1083333
,216397,Boomi LP,Sales Renewal Forecast Tab Updates - Forecast Module,"Need to change a formula on the Forecast Churn/Downgrade column.

Please change formula to:
""Sales Renewal Forecast - Baseline up for Renewal""","Change the calculation formula for the Forecast Churn/Downgrade column as ""Sales Renewal Forecast - Baseline up for Renewal""",Low,Jason Parawan,Michael Harris,"3/12/2025, 6:52 AM",2,Configuration,Forecast - Update,48,32.33166667
,216424,LiveView Technologies,Update Description on Column,"On the LVT Renewal Forecast (All) tab, for the column Commit Call GRR %, can the Description be updated to Commit Call / Quarter Up for Renewal

Thanks!","Updated the description of ""Commit Call GRR %"" column in ""LVT Renewal Forecast (All)"" tab as per the customer request. Shared screenshot for review.",Low,Christopher Williams,Sam Bowley,"3/12/2025, 8:08 AM",1,Configuration,Forecast - Update,33,24.99416667
,216510,"Workday, Inc.","(Update in UAT-AGAIN Sandbox only) Update our “CUSTOM_ORDERED_FIELDS_TERRITORY” filter to consider new ""Super Segment"" field","(Update in UAT-AGAIN Sandbox only) 

in almost all of our forecast tabs, we have a custom filter “CUSTOM_ORDERED_FIELDS_TERRITORY” that compares the user's territory values (Segment, Group, Sub-Group, Region, Sub-Region) to the opportunity's territory (Opportunity Segment, Opportunity Group, Opportunity Sub-Group, Opportunity Region, Opportunity Sub-Region).

we will be adding a new territory level above ""Segment"" and need to add it to the ""CUSTOM_ORDERED_FIELDS_TERRITORY” custom filter.

new user field: Super Segment
new Opportunity field: Opportunity Super Segment

the new fields will be created in our SFDC Sandbox tomorrow and hoping to have a quick turn around to get the custom filter updated in UAT-AGAIN clari sandbox ASAP for testing.",MAR 20 : Support case raised 00217400,Low,Mike Riggs,Jodie Lee,"3/12/2025, 3:57 PM",22,Configuration,Forecast - Update,516,243.6852778
,216527,"HashiCorp, Inc.",Request for Changes to Clari-SANDBOX Forecasting,"Hello Clari Team,

I hope you're doing well. I need to make a few updates to the Clari-SANDBOX forecasting for rep training purposes. Below is the list of changes I’d like to request:

1. Hide the RACV 2 and New Logo forecasting tabs from users.
2. In the Cloud Entitlement NACV tab, hide the Call, Low, and Hide columns.
3. In the Flex Annualized Commit tab, hide the Call, Low, and Hide columns.

Please proceed with this updates asap for training purposes.

Thank you,
Marianela Araya",I had made the requested updates accordingly,Low,Lizzie Rupp,Marianela Araya,"3/12/2025, 7:31 PM",10,Configuration,Forecast - Update,224,112
,216533,"Intercom, Inc.",Update RM Fin tab,"Hey Team,

I previously raised a ticket to create two new tabs, 1 AE Fin tab, 2 RM Fin tab. It seems that the RM Fin has the same filters as the AE, can you please update it to the RM filters as shown in the file below?

Also, in the two Fin tabs, I don't see any people below the our sales SVP, is that because we currently don't have other people accessible/assigned to these two tabs?","Root Cause: The issue stemmed from the RM Fin tab initially using the same filters as the AE Fin tab, which was not aligned with the required RM filters.

Resolution: The RM Fin tab filters have been updated to the correct RM filters. Additionally, we c",Low,Tyler Jass,Leo Zhang,"3/12/2025, 9:19 PM",8,Configuration,Forecast - Update,175,82.40694444
,216534,Cohesity,Update M1 Forecast Call Actuals on Veritas Sales ACV Tab,"Can you load the following numbers in the excel attached for M1 Forecast Call and load all the way down to the AE level, this is for the Veritas Sales ACV tab only.",All the requested changes are completed,Low,Chris Hughes,Uday Bodduna,"3/12/2025, 9:35 PM",21,Forecasting,Forecast Quota/Call,484,224
,216558,CommerceIQ,"Remove the ""New Logo Commit"" column","Remove the ""New Logo Commit"" column from the forecast module?",Recommended to remove the column from forecast configuration.,Low,Pooled CSM,Janani K,"3/13/2025, 3:50 AM",4,Configuration,Forecast - Update,95,30.8025
,216640,Socure,New tab creation,"Name of the tab: Renewals
Please see the requirement doc attached above","Resolution,
Creation of new ""Renewals"" tab based on the requirement sheet.",Low,Chandler Zitzmann,Janhavi Wagle,"3/13/2025, 10:41 AM",4,Configuration,Forecast - Update,107,39.30777778
,216642,Sysdig,date filters,"I created 2 new filter values
Q+ future quarters (I want to show the deals where the date is after CQ)
P - previous quarters (I want to show the deals where the date is before CQ)

I added them but it's not working.

Renewal forecast tab - take a look at the ""open from previous quarters"" and ""pulled in from future quarters""columns.

Disha fixed it in case 00215959 but showing the same issue.",updated the filter,Low,Elizabeth Stoughton,Janhavi Wagle,"3/13/2025, 10:51 AM",0,Configuration,Forecast - Update,2,1.649722222
,216650,Trintech,Trintech - Dashboard Question,"Hey team - Trintech had the below question about an existing dashboard:

These widgets are in the Manager Rep 1v1 dashboard. I was wondering if we can also see Q to date as an option? I want to be able to keep a pulse of the pipeline we are building by the Q, but also be able to dive into the specific deals for details as well. 

(Attaching image to the case)","Root Cause:
Clari Pulse does not support direct filters for Q-to-date data in the dashboard.

Resolution:
Informed the customer that a workaround is to create a saved view with the desired filter and then add that saved view to the dashboard widget.",Low,Christopher Williams,Christopher Williams,"3/13/2025, 11:24 AM",4,Configuration,Dashboard - Update,104,38.59527778
,216712,Eightfold Ai Inc.,Filter value when = blank,"I am using a picklist value [no risk, low, med, high risk] to assign %s to these ratings to calculate downgrade ACV on my renewals. The % calculations are all working fine, except when there is no risk associated to a deal the system is assigning it 100% risk. How do I setup downgrade forecast churn columns in Renewals WIP tab to ignore when the risk value is = blank","Root Cause:
Clari does not support the ability to modify or ignore blank or ""no risk"" values in the way the customer requested.

Resolution:
Informed the customer that this request cannot be configured in Clari.",Low,Alex Ertel,Yukti Singh,"3/13/2025, 3:29 PM",4,Configuration,Forecast - Update,102,34.51277778
,216713,dbt Labs,DBT Labs - Amount Field Questions,"Hey team - DBT Labs has the below questions on what is possible as they move forward. Can someone take a look and provide all possibilities?

1) Can a quota be a % vs. a dollar amount? If they cannot be - is there a way to dynamically upload a different % target for each person into clari directly in another way?
2) If we can upload a % as a quota - how would the 'closed to go' or whatever work there (we'd want to compare it to another %)
3) Can we use the % number in a calculated column (e.g. I upload Austin's retention target at 90%, I then could use that to say his Retained ARR goal would be 90% x his baseline renewal of 13,205,655?)","Root Cause:
Clari does not support quotas as percentages or comparing quotas as percentages. However, calculated columns can incorporate percentages for specific calculations.

Resolution:
Informed the customer that point 1 and 2 cannot be done, but p",Low,Christopher Williams,Christopher Williams,"3/13/2025, 3:42 PM",7,Configuration,Forecast - Update,157,68.66444444
,216709,"Asana, Inc",Update SMB Revenue for Feb,"Hi Team, 

Hoping you can help me with an ask from our self-serve business as our main admin is OOO till April. This is in the Forecast Tab under Pete Greene.  We need to get their actuals for Feb loaded into Clari and I do not see anything from Hans on how he was doing this and don't want to break anything. All we need is rows 3-15 loaded into Clari. Any chance you know how/where to upload?

Thank you!",-,Low,Lizzie Rupp,Lizzie Rupp,"3/13/2025, 3:09 PM",15,Configuration,Other,346,162.8391667
,216718,Flexera,Open forecast fields for editing,"Hi Clari Support,
Please open the following fields from March 19th at 8am CST to Wednesday, April 2nd.  This will enable our reps and RVPs to enter their original forecast for Q2 2025.  On Tuesday, April 2nd at 8 am CST, we want these fields locked.   

Forecast Tabs:
Flexera Forecast
Revenera New Business

 Flexera Forecast – open the months and quarter
1.	Q2 – Forecast
2.	April–Forecast
3.	May- Forecast
4.	June- Forecast

Revenera New Business Forecast – open months and quarter
Forecast Tab	Revenera New Business Forecast
Column 	Original Forecast
Quarter	Quarter (Q2) 
Month	April
Month	May
Month	June","Mar 17 : Requested change implemented

Apr 2: Fields closed",Low,Nico Alvarez,Cathleen Neibch,"3/13/2025, 3:54 PM",20,Configuration,Forecast - Update,471,214.8263889
,216723,Highspot,Delete saved views,"Hi team,

Can you please delete all saved views not accessed since Oct. 1st 2024 and not used Dashboard?
Thank you!",This request is completed,Low,Lyuda Rogers,Lyuda Rogers,"3/13/2025, 4:52 PM",4,Configuration,Saved View - Update,84,19.65138889
,216769,"Rocket Software, Inc.",Please exclude Renewals-AMC-AMER-Rep from all tabs of forecast module,"Hi Team,
Please could you exclude the role Renewals-AMC-AMER-Rep from all columns and all tabs of the forecast module. We have $645k of this opportunity split under a renewals rep that is rolling up into our forecast numbers where I do not believe it should be. Synchrony SHA ELA - this is the opp name. 
Thanks
Matt","Resolution:
Exclude the role id ""Renewals-AMC-AMER-Rep"" filter in all the tabs and all the columns.",Low,Elizabeth Stoughton,Matt Bailey,"3/14/2025, 6:00 AM",3,Configuration,Forecast - Update,87,27.98416667
,216781,"ConnectWise, LLC",Forecasting Field Updates,"Hello, 

Could we please make the following updates in our Acquisition Forecast, Expansion Forecast, Growth Forecast, and Digital Forecast tabs which then roll up to the Summary tab?

Quarterly forecast values should total closed month values + forecast values as they do right now, however we would also like users to have the ability to edit if they should need to (again it would continue to total up so they would not need to submit a forecast but they will have the ability to do that).  If possible, only at the forecast manager role or manager/exec/sales ops user type, but if not possible then for everybody. Also if those are not possible but advanced admin is possible, that would work as well. 

Stretch tab should function similar to the forecast tab where it offers the total suggestion based on (won+commit+best case) in forecast category however each user should be able to submit a call in there similar to how they submit a forecast call.

Please let me know if you need any other in",Mar 18 : Requested changes implemented,Low,Nico Alvarez,Daniel Kabakov,"3/14/2025, 7:52 AM",6,Configuration,Forecast - Update,140,60.35111111
,216818,CluePoints S.A.,Update BD QoQ and the Finance QoQ tabs to use Dynamic Date Picker,"--------------- Original Message ---------------
From: Patrick Socaciu [patrick.socaciu@cluepoints.com]
Sent: 3/14/2025, 12:36 PM
To: support@clari.com
Subject: Re: URGENT - Re: Forecast View - 00216010

Thank you.  I had made the update to that as well b",Update BD QoQ and the Finance QoQ tabs to use Dynamic Date Picker,P3,Pooled CSM,Alexander Nguyen,"3/14/2025, 12:53 PM",0,Configuration,Forecast - Update,0,0.018888889
,216823,Assent Compliance,Support Request: Unable to Update Opportunities in Clari + CRM Score Field Export,"Hi 

I'm experiencing an issue when trying to update a field—or any opportunity, for that matter—in Clari. I keep encountering an error that persists regardless of the changes I attempt. It might be a validation issue, but I’d like to confirm the root cause. Could you clarify what documentation, fields, or information I need to provide to help resolve this issue?

Attached are the opportunities that i cant update.

Additionally, I’d like to request an export of the fields that contribute to the CRM score for both renewal opportunities and standard opportunities. Please let me know if any additional steps are required on my end.

Thanks for your help!

Best,
Hamza",shared the export of VR as well as CRM factors,Low,Tyler Jass,Hamza Abu-Alhawa,"3/14/2025, 2:10 PM",18,Configuration,Validation Rules - Update,442,195.83
,216831,"HashiCorp, Inc.",Need Updates in 3035 hashicorp sandbox by Sunday evening then in production once validated by Wednesday,"We are requesting the creation of a new forecasting tab titled ""Flex Annualized Commit"" in Clari. We would need the update the formula to be available in the Clari - Sandbox by Monday so that we can validate and ensure everything is working properly before moving to production by Wednesday19th. Please note I am reaching out to you directly since this is a critical deliverable so we need your help to expedite it.

Below are the technical details required for the development:

This forecasting tab is currently in Sandbox, update the formula here
Confirmed Requirements:
Clari Formula:

Use the same NACV formula but apply a filter for Buying Mechanism where the value is either Flex 1.0 or Flex 2.0, if the value is any different value it should not be included.
Aggregation Field:

Use Split New ACV (opportunitysplit.split_new_acv__c) as the aggregation field.
Filters: The following conditions should be applied:

'Forecast Category' in [""Closed"", ""Closed Won""]
'Split Scope' = ","if we update the quota, it will reflect in all the tabs where its been used",Low,Lizzie Rupp,Lizzie Rupp,"3/14/2025, 4:00 PM",14,Configuration,Forecast - Update,321,145.9880556
,216844,Synopsys Inc.,Synopsys GTM Clari - production org 2622 - Forecast Configuration changes - file attached - create 2 new tabs and add columns,"Hello Clari support,

Attached is a new forecast configuration file that we need to implement in GTM Clari production instance (org ID 2622).   File attached is clari_forecasting_config_production_S_A_tab_03142025.xlsx. 
We made this same change in GTM Clari Sandbox, if needed, please reference ticket 00211801.

Forecast Module
•	We want to create two new forecast tabs (as highlighted in yellow) and have the following forecastId assigned to them respectively (see attached excel file for details):

1.	forecastId=forecast_sa		(tab title:  S&A)
2.	forecastId=forecast_sa_rev  	(tab title: <please leave blank intentionally>)

•	We want to make a few text changes (bolded in red and highlighted in grey) and add columns (highlighted in yellow) to existing forecast tabs with following forecastId  (see attached excel file for details):

1.	forecastId=summary
2.	forecastId=summary_rev

Forecast Configuration
•	In addition, we also want to change the Component Field Aggregation, for forecastId=sum",Mar 17 : Requested changes implemented,P3,Marina Addonizio,Carol Cabezas,"3/15/2025, 9:35 PM",3,Configuration,Forecast - Update,57,20.40527778
,216850,Access UK Ltd.,Two new forecast tabs,"Hi team, please can you create two new forecast tabs for access as per the attached spreadsheet. Please don't opt anyone into them. The two new tabs are identical to the monthly forecast and quarterly forecast Just rolling up on a different amount field.","Root Cause:
The customer needed separate forecast tabs for different data roll-up criteria, similar to the existing forecast structures.

Resolution:
Two new forecast tabs were created in Access, identical to the monthly and quarterly forecast tabs bu",Low,Toni Pang,Toni Pang,"3/16/2025, 1:59 PM",11,Configuration,Forecast - Update,256,131.8002778
,216876,Calabrio,Please Add Filters,"Hi there, can you please add the following filter to the forecast module? 

Deal Type equals New Business, New Business Unit, Cross Sell, Add On, Cloud Conversion.","Resolution:
Update the filter as opportunity.deal_type__c=New Business, New Business Unit, Cross Sell, Add On, Cloud Conversion.",Low,Nico Alvarez,Corin Single,"3/17/2025, 6:13 AM",3,Configuration,Field Config - Update,88,59.76694444
,216869,Corelight,Add Coverage calculation referencing Year Quota,"Hi, 

I'd like to add in a coverage calculation for year pipeline compared to year quota.  Please review the attached screenshot:
1. Go to Forecast
2. Go to Scorecard tab
3. In the FY26: S04+ Pipeline and the FY26: S02+ Pipeline, I'd like to include a coverage calculation.  I'd like the coverage calculation to reference the year Gap to Go.  This is the first three tabs, in my screenshot the first line for Kevin Williams should use the following calculations:
- FY26: S04+ Pipeline = 1.6x (S04+ Pipeline: $60,958,254 / Year Gap to Go: $37,830,838)
- FY26: S02+ Pipeline = 4.7x (S02+ Pipeline: $176,222,754 / Year Gap to Go: $37,830,838)","Root Cause: Clari does not support creating calculation columns with a year duration, and the ""Gap to Go"" is based on a yearly quota, making it incompatible for the calculation formula.",Low,Christopher Williams,Jonathan Aragon,"3/17/2025, 5:20 AM",17,Configuration,Forecast - Update,407,207.3925
,216874,"Blackline Systems, Inc.",Create Custom Filter for No Date Assigned,"Impersonation user: Erik.Pfeifle@blackline.com

Can you please configure a custom filter for no date assigned

In Inspect > opportunities, when filtering by ""Date Time Opportunity Threshold"" we want to be able to exclude those where the date time opp threshold is null. 

Ca we add a custom filter for no date assigned please?","Resolution:
Add ""Value Not Assigned"" to the ""opportunity.date_time_opportunity_threshold__c"" field filter value.",Low,Caitlin Stone,Caitlin Stone,"3/17/2025, 6:08 AM",2,Configuration,Field Config - Update,54,37.93861111
,216941,Elastic,Forecast config - Aggregation field not available in Sandbox,"Hi Team,
We are adding new tab in our forecast view (MY : Multi Year) in Sandbox. We need to aggregate the vales in this tab based on the field (Opportunity_MY__c) which is available on opportunity splits.
Can you guide us on how to get the field added as aggregation field under forecast configuration.

Screenshot of forecast config and the opportunity splits vie are attached FYR. 

Let us know if we can connect over a call to get this setup and working in Sandbox please",Mar 20 : Support case raised 00217441,P3,Lizzie Rupp,Rajesh Narayanaswamy,"3/17/2025, 10:21 AM",18,Configuration,Field Config - Update,427,219.1333333
,216966,Assent Compliance,Please addd this new validation rule,"Please addd this new validation rule

Validation Rule Details:

VR Name: Require_Influenced_by_6Sense
Error Message: The field 'Influenced by 6Sense' is required. Please select a value before saving.
Related Field: Influenced by 6Sense (Object: Opportunity)
             API name: Influenced_by_6Sense__c",-,Low,Tyler Jass,Hamza Abu-Alhawa,"3/17/2025, 11:47 AM",1,Configuration,Validation Rules - Update,35,22.21
,216963,"HashiCorp, Inc.",Request for Updates to the CLOUD NEW ACV Tab,"HelloClari Team,

We would like to request the following changes to the CLOUD NEW ACV tab:

1. Rename the tab: Please update the current ""Cloud New ACV"" tab to ""Cloud Entitlement NACV.""
2. Relocate the tab: Move the ""Cloud Entitlement NACV"" tab to the right side of the NACV tab.
3. Remove specific columns and calculations: Kindly hide or remove the Call, Low, and High columns, along with all associated calculations. For instance, the ""Call to Go"" column should be removed as well. Screenshots have been attached to highlight the relevant areas, with markings in green and red X’s for the once we want to delete/remove.

We would appreciate it if you could prioritize these updates and implement them at your earliest convenience.

Thank you for your assistance!

Regards,
Marianela Araya",we have made the updates as mentioned in the request,Low,Lizzie Rupp,Marianela Araya,"3/17/2025, 11:23 AM",7,Configuration,Forecast - Update,157,70.6075
,216981,"Claroty, Inc.",Churn Forecast column rollup issue & remove a column from Churn forecast tab,"Hey Clari Support Team,

I have two things I need your help with. 

First, I attempted to update the Churn Forecast column of the Churn tab in the Forecast section to include the below detail so I can summate the open forecast with the closed won churn opps, but I'm getting $0 showing up.  Is there something I did wrong in the Query?  Can you help me fix this?
A) Any open renewals
B) Any won Adjustment/Churn opps

Second, can you remove the ""Plan"" column from the Churn forecast tab?  I didn't see an option for me to do it myself and we don't break down our churn target by region/rep.","Root Cause: Customer was unable to sum the open renewals with the closed won churn opportunities due to a query issue. Additionally, they requested the removal of the ""Plan"" column, which was not available for self-editing.
Resolution: Adjusted the Churn",Low,Christopher Williams,Lance Werling,"3/17/2025, 12:49 PM",8,Configuration,Forecast - Update,191,95.36
,217000,"Cyera US, Inc",Add validation rule,"Hello, please add a validation rule for the following criteria: Stage = ""9 - Lost"" AND (Lost Reason = blank OR Lost Reason <> ""Duplicate"") AND (Winning Competitor = blank OR Winning Competitor Estimated End Date = blank OR Lost Reason Detail = blank)

The error message should say: Please make sure that all the details in the ""Closed Lost Information"" section are filled out before moving to ""9 - Lost"". Ie. Lost Reason, Lost Details, Winning Competitor, and Winning Competitor Estimated End Date.

The pop-up window should show the following fields: Lost Reason, Lost Reason Detail, Winning Competitor, and Winning Competitor Estimated End Date",NA,Low,Jason Parawan,Nathaniel Sintros,"3/17/2025, 2:31 PM",8,Configuration,Validation Rules - Update,179,83.4675
